Date / Time,City,State,Shape,Duration,Summary,Posted
9/12/96 15:35,Kennewick,WA,Other,4 min. approx.,Pulsating white light that disappeared like a vapor.,7/16/06
8/10/96 22:45,Seattle,WA,Triangle,10 minutes,"Orange triangular object, very distant, very slow, binocular brightness.",12/12/11
7/6/96 23:00,Brinnon,WA,Oval,12-15 sec.,"I saw a glowing object of 10ft. high and 60ft. long traveling in a straight line, making no sound.",2/14/08
6/15/96 14:00,Ridgefield,WA,Oval,20 minutes,extraterrestrial recovered by mother ship,5/12/10
6/15/96 02:30,Edmonds,WA,Formation,10-15 min,"Multiple circular UFO sighting in the sky above Edmonds, WA witnessed by police officer and police explorers.",8/24/10
6/1/96 14:00,Lakebay,WA,Triangle,3-5 minutes,"Two contact incidents of Black, Shiny, Triangular Craft that hovered just above tree line emitting low hum.",4/3/11
5/1/96 20:00,Bellevue,WA,Sphere,2 minutes,"White glowing sphere flying low in sky, right in front of me. Two other witness saw cigar and triangle craft same time, same direction.",6/25/20
3/15/96 01:00,Spokane,WA,Flash,2 minutes,"Falling star turns into flash, then flash goes away, then in a total different direction what looked like a satellite goes out of site,",7/3/13
12/31/95 21:00,Lake Stevens,WA,Fireball,15 seconds,RED LIGHT HOVERING LAKE STEVENS AREA MADE NO SOUND,1/5/11
12/23/95 06:00,Grand Coulee,WA,Disk,1 minute,"My boyfriend, his 12 yr old son, and myself. We were traveling on the highway Leaving electric city near banks lake going to soap lake",8/20/20
8/14/95 23:00,Redmond,WA,Light,23:30,Re: washington sighting 1995,2/24/07
7/21/95 09:00,Liberty Lake,WA,Circle,1/12,I was young. You know what? It was pretty fucking memorable for me. U wanna know more. U can ask. Apparently it doesn't matter if it ha,12/19/19
7/1/95 00:00,Longbranch,WA,Light,45 min+,"Bright light in the sky, periodically moving to new locations practically instantly, with multiple military aircraft chasing later on",5/12/10
6/15/95 22:20,Roy (near),WA,Sphere,about 8 seconds,"A silent small light moved from horizon to horizon really fast, in about 10 seconds time",4/18/12
6/1/95 22:30,Benton City,WA,Unknown,2 minutes,very strange sighting,8/12/08
6/1/95 21:00,Mercer Island,WA,Triangle,Long,"Huge Plane Hovering for Many Moments or More, Big As Football Field.",7/3/13
6/1/95 19:00,Ferndale,WA,Light,????,All i remember is that the blue orb chased me and i was taken in whatever it was i was then introduced to the greys as a peaceful scien,10/10/11
5/16/95 11:00,Lakewood,WA,Fireball,3 min,"I didn't know that there was a place to report such things. It took place back when I was 16, I am 34 now.",10/10/11
1/5/95 21:05,Sumner,WA,Disk,7 to 8 sec,Saucer comming in for landing at tree top and I was allmost under it. aprox 250X35 the ship had two doors that was black in color the r,6/3/10
1/5/95 20:10,Sumner,WA,Disk,20-40 sec,"ship flew almost over my head and it was comming in for a landing. I was shook up and would,nt go after it and this is why. est 250ft l",11/21/10
10/15/94 19:00,Neah Bay,WA,Sphere,30 minutes,Metallic sphere floats in the sky...,5/2/11
9/16/94 22:00,Carbonado,WA,Oval,1 h,IT STOPPED IN THE ROAD AHEAD SO CLOSE I COULD HAVE HIT IT WITH A ROCK,1/12/12
8/9/94 23:00,Everett,WA,Triangle,15 minutes,Triangular UFO with maroon lights over Everett Washington.,5/15/13
8/1/94 00:00,Tekoa,WA,Triangle,5 seconds,((HOAX??)) With out a shaddow of dought.,7/5/08
7/20/94 22:00,Moses Lake,WA,Triangle,not sure,report of object witnessed by daughter many years ago,10/8/07
6/6/94 03:30,Vashon Island,WA,Unknown,?,Hovering close to my house.,3/8/07
3/8/94 19:15,Seattle (University District),WA,Fireball,5 seconds,"Young man and girlfriend witness an intensely bright object streak across the night sky, followed by a second object.",2/1/07
8/10/93 20:30,Bellevue,WA,Sphere,10 sec,Glowing orb/sphere over Bellevue Washington,10/31/08
7/20/93 21:30,"Maltby (Snohomish, Woodinville)",WA,Diamond,1 minute,"Diamond shaped craft, red and green lights on each end of the diamond.",8/5/09
7/4/93 21:30,Gold Bar,WA,Circle,10 minutes,((HOAX??)) I believe that this craft was from another et civilization.,7/11/14
6/30/93 08:00,Matlock,WA,Sphere,10 seconds,"I am not posting an official report. I am curious as to why I never heard any report of this sighting on any media, or from any other.",2/27/14
6/15/93 04:00,Kirkland,WA,Circle,1 minute,"Blue sphere moving slowly at low altitude, stopping twice to hover over road and then lake, vanishing with incredible speed",6/3/10
6/15/93 02:00,Milton,WA,Circle,5 minutes,Saw circular object with red green and blue lights slowly floating about hundred ft above trees from east to west until it passed the t,5/12/10
6/1/93 23:00,Ocean Shores,WA,Diamond,5 minutes,"UFO observation.Preface: My Father was a career aeronautical engineer, specializing in the design of aircraft power plants, having",7/8/16
5/1/93 22:30,Wenatchee,WA,Triangle,6 seconds,Amber objects in formation then breaking formation for several quick moves then back to formation.,4/13/10
2/9/93 02:00,Lake Stevens,WA,Egg,45 seconds,Multiple sightings of an egg-shaped craft.,2/20/15
11/1/92 04:30,Spokane,WA,Light,2-4 minutes,"UFO over active USAF B-52 base, controllers ask civilian pilots to identify...",8/20/20
9/5/92 00:00,Cougar,WA,Unknown,,"Red, blue, green and yellowish lights on quick craft in Cougar, WA",12/12/11
7/14/92 22:00,Edmonds,WA,Circle,45-60 minutes,I had just gone thru an emotional time with my sister. I was sitting with my roommate talking about it and I kept noticing a bright li,12/1/19
7/10/92 22:00,Tonasket,WA,Unknown,30 mins,Red/Green lights with sharp movements near tonasket Washington in 1992,11/21/10
7/8/92 22:00,Longview,WA,Circle,10 minutes,My family saw a ufo in a distance over the hills and then in a instant it was over us and our home.,10/31/08
7/7/92 01:00,Covington,WA,Light,30 minutes,"Strange light in Covington, WA",8/5/12
7/4/92 23:00,Seatac,WA,Unknown,15-20 sec,unidentified object in sky over seatac/des moines area,4/27/07
9/18/91 22:00,Olympia,WA,Changing,2 to 3 minutes,"Single star morphs into Hoberman Sphere, rotates, reverts, turns red, divides, flies away in formation",7/16/06
9/1/91 17:30,Yakama Indian Reservation,WA,Rectangle,One and 1/2 hr.,"large, lighted rectangular stationary object was observed for 1 &1/2 hrs, as it sank out of sight.",10/31/08
7/5/91 11:11,Snohomish,WA,,:30,"I went insane for a week, something had awoken inside me. I strongly believe I am a half breed grey. ^.^ I strangely meet people who ca",2/4/13
6/25/91 12:30,Okanogan,WA,Disk,2-3 Minutes,"Silver disk sighted hovering & moving slowly 0.5-1.0 mile above the ground in the area of Okanogan, WA.",4/27/07
10/12/90 00:00,Centralia,WA,Disk,36 hours,Missing time coinciding with eyewitness reports.,11/3/17
5/26/90 21:00,Stanwood,WA,Rectangle,10:00 min,It changed my life forever and my system of belief.,8/7/11
6/1/89 00:00,Yakima,WA,Circle,5 minutes?,"Hello, I’m hoping to get some feedback on an experience I had nearly 30 years ago. I can’t say exactly why I waited so long to seek fee",10/4/19
1/15/89 15:00,Wenatchee,WA,Changing,3 minutes,"Flying plane stops, changes shape, and then crashes",10/30/12
10/15/88 13:00,Tacoma,WA,Circle,2 minutes,Disc follows fighter jets to air base.,2/18/11
10/15/88 02:00,Bremerton,WA,Circle,30 minutes,Circular craft approximately 500 feet in diameter clearly seen at approximately 1500 feet altitude.,8/7/11
7/10/88 21:00,Monroe,WA,Other,5 min,sighting from the past,10/8/07
5/16/88 17:45,Pacific Ocean,WA,Sphere,20 minutes,what are those two 5-6 ft spheres floating on the water ?,8/23/19
6/1/87 03:00,Olympia,WA,Egg,5 minutes,sighting years ago in WA,3/19/09
4/24/87 20:15,Seattle,WA,Changing,20 minutes,"Low flying Orange Blimp over Lake Washington (Seattle, Madrona Park Beach)",3/10/11
4/23/87 20:30,Redmond,WA,Cigar,5 minutes,"orange blimp in night sky, redmond Wa",4/13/10
10/15/86 18:00,Bellevue (Yarrow Point),WA,Disk,1/2 Hours,"The saucer hovered over us, it was huge, orange and silent.",3/19/09
9/1/86 15:00,Oak Harbor,WA,Other,15 seconds,"Possible military test craft in Oak Harbor, Washington.",10/8/07
8/15/86 22:00,Seattle,WA,Disk,1 minute,Disk with 7 red lights moving like a wheel,7/16/06
8/15/86 18:00,Spokane,WA,Triangle,5 minutes,"Triangular Craft on Dishman Mica Road - Spokane, WA",7/4/12
7/15/86 00:00,Seattle,WA,Circle,30 seconds,Pure round white light 20 feet in diameter floated directly over us at tree top level after midnight.,2/14/19
6/25/86 03:15,Shelton,WA,Circle,one hour,Gigantic Kingdome shaped craft with orb over front yard,2/18/11
8/15/85 03:00,Arlington,WA,Triangle,10-15 minutes,Close Call with Huge Triangular Craft,11/28/07
6/1/85 22:00,Snohomish,WA,Triangle,1 hour or so,"Triangle of three lights in the night sky, stationary but rotating like a wheel.",12/12/09
12/4/84 05:55,Kennewick,WA,Oval,2 minutes,Moving object viewed from Kennewick Washington,5/15/20
6/15/84 03:00,Methow,WA,Oval,15 minutes,UFOs refueling.,5/2/14
5/10/83 23:15,Bremerton,WA,Triangle,5 seconds,Triangular-shaped object moving in perfect silence in the night sky,5/12/11
8/5/82 23:00,Banks Lake,WA,Other,30 minutes,"Oct. 6, 12 Mr Davenport, My wife, grandsons and I attended your lecture tonight at the Harrington Opera house, we enjoyed your presen",10/30/12
7/24/82 23:00,"Mt. Rainier (east slope; ~6,500 ASL)",WA,Light,3 minutes,1982 UFO near Mount Rainier.,10/21/16
7/20/82 01:00,Mount Rainier National Park,WA,Light,2 minutes,Instantaneous right-hand turn. Object was well above thirty miles in altitude.,10/30/06
5/5/82 00:00,Poulsbo,WA,Disk,10 minutes,Stationary large saucer hovering above Bangor sub. base. 1982 or 1983-SHOCKING! YOU CAN CONTACT ME IF INTERESTED.,3/29/18
7/30/81 23:00,Carnation,WA,Disk,5 minutes,Bright white or illuminated disks moving rapidly side to side on the horizon.,5/15/13
7/1/81 00:00,Cashmere,WA,Flash,30 seconds,"White flashes of light at low altitude, absolutely silent, moving westward",7/25/19
6/20/81 23:00,Olympia,WA,Sphere,4 min,"Large orange illuminated sphere groming in size,stationary, just above treeline next to roadway.",4/13/10
6/15/81 22:00,Aberdeen,WA,Cylinder,1 hour,Cylindrical craft crashes near Aberdeen WA,10/8/07
10/15/80 10:00,Port Townsend,WA,Cigar,30 seconds,"3 silver, shiny, cigar-shaped craft over Discovery Bay, WA, hovered, accelerated at incredible rate, and disappeared.",6/5/15
7/16/80 13:40,Seattle,WA,Cylinder,3 minutes,"Cylinder UFO Sighted in Seattle, Washington",8/12/08
7/10/80 23:00,Ridgefield,WA,Sphere,5 seconds,"A bright light orb, flies in a Z pattern.",8/22/14
6/1/80 23:00,Carnation,WA,Light,5 minutes,"Place of occurrence: Carnation, WA. I'm not exactly sure of the year, maybe 1979 or 1980, and I remember my grandfather and I were stan",2/22/17
10/15/79 21:00,Gig Harbor,WA,Circle,10 minutes,Gig Harbor visitors and subsequent regression,2/18/11
10/1/79 21:00,Olympia,WA,Disk,2 hours,Dancing lights over Olympia,7/5/08
8/15/79 22:00,Wenatchee,WA,Triangle,7-8 seconds,"Huge silver ship passed slowly overhead, silently heading for impact with a mountain. It simply vanished.",1/10/09
7/15/79 23:00,N. Cascades Nat. Park,WA,Light,2x ~10sec,Bright green round object quickly travelling east to west.,5/15/06
6/30/79,Renton,WA,Egg,15 minutes,Watched stat. obj. from basement for 10 min. Obj. looked like white grain of rice. Went up stairs and got my binoculars.,9/11/15
11/29/78 03:00,Mt. Rainier National Park,WA,Unknown,6 Hours,"FIRST TIME REPORTED Late November, 1978 Mt Rainier National Park & Ashford. Double Sighting, 6 Hours",8/7/07
9/1/78 19:00,Sunnyside,WA,Light,60 seconds,Bright light over Yakima Valley in about 1978,10/31/08
8/14/78 11:15,Concrete (outside of),WA,Disk,25 seconds,"An incredibly bright, polished silver disk, probably about 35 feet in diameter, in broad daylight, about 75 yards away.",7/5/19
8/1/78 21:00,Yakima,WA,Light,5 min. approx,"Hovering, Darting Lights Over Tampico, Washington State",7/4/12
5/15/78 00:00,Covington,WA,Disk,2 minutes,"Disk-shaped saucer seen over Covinton, WA, 1978",12/21/15
7/30/77 00:00,Federal Way/Auburn,WA,Disk,5 minutes,Large disked shape object with lots of lights hovering above a drive-in movie theater in Auburn/Federal Way around 1977.,4/28/17
7/4/77 22:00,Federal Way,WA,Circle,20 minutes,"Close sighting, able to see bottom of craft well, hovered for at least 15 minutes just at the top of the poplar trees",8/24/10
10/10/76 20:30,Washougal,WA,Oval,1 minute,Three extremely large lights hanging above nearby trees.,2/7/14
9/1/76 22:00,Washougal,WA,Light,20 minutes,"Red light in sky, in evening, stayed in place for 15 to 20 minutes.",2/7/14
8/8/76 23:00,Mountlake Terrace,WA,Triangle,5 minutes,"Triangle craft headed towards Boeing Everett, WA facility",3/27/14
7/1/76 08:00,Boise,WA,Oval,15 minutes,"In July of 1976, I was at the Boise Post Off., while facing the front doors i looked of to my right, what i saw a flaming orb (i could",7/23/15
6/1/76 23:00,Steptoe,WA,Disk,5 hours,1976 St. John Steptoe highway white light took control.,12/5/14
6/1/76 20:00,Tacoma,WA,Sphere,10 Seconds,Orange Sphere,8/7/07
6/1/76 04:00,Federal Way,WA,Circle,1 minute,"Large Round Aircraft seen in Federal Way, Washington Approximately 1976",1/10/09
2/23/76 09:41,Olympia,WA,Unknown,5 seconds,White flash across the sky.,8/13/15
10/31/75,Tacoma,WA,Circle,1 minute,I was on Halloween in Tacoma Washington by asarco smelter and object was at vantage point to observe. We seen and ran to almost 20,12/1/19
8/7/75 21:30,Walla Walla,WA,Light,Approx. 3 Minutes,"A bright greenish white light hovered about 2000 feet high, then began moving & flew rapidly w/o sound over the Blue Mtns of NE Oregon",5/2/11
8/1/75 12:00,Lopez Island,WA,Circle,4 seconds,Moon shaped/size glowing object in straight trajectory,2/18/11
7/19/75 23:30,Spokane,WA,Sphere,3 mins,Orange glowing ball (sphere) seen in Spokane sky in the Summer of 1975,4/13/10
7/15/75 22:00,"Yakima Firing Center, Yakima",WA,Triangle,10 minutes,Trianglular shape of light seen during military training exercise in 1975.,7/23/15
7/13/75 19:30,Shoreline,WA,Egg,5 minutes,When driving north on I-5 just north of Seattle we noticed a group of persons standing on the side of the freeway pointing and looking,7/4/12
6/1/75 01:00,Palouse,WA,Chevron,3 minutes,UFO sightings in the Palouse region of Eastern Washington.,7/23/20
3/15/75 21:00,Cowiche,WA,Circle,2-3 minutes,Yakima UFO in 1975,1/10/09
10/7/74 19:50,Yakima,WA,Cone,40 minutes,Huge search light beam from 4 miles high in the sky illuminating a one mile diameter circle on the ground.,5/12/09
9/29/74 04:00,Kalama,WA,Oval,4:00,"Bright disk shaped light, it made no sound. The edges were sharp and clear.",4/8/15
9/23/74 21:30,Spanaway,WA,Other,unk,"On a Late september nite We were Abducted my Mom and I. in Spanaway ,WA. on 23 /09 1974",10/31/08
8/9/74 12:00,Spokane,WA,Cigar,10-15 seconds,Confirmation of 1974 report 34 years later.,8/12/08
7/11/74 22:00,Federal way,WA,Sphere,5 seconds,Summer evening silver sphere,5/1/20
6/14/74 19:00,Spokane,WA,Unknown,30 minutes,It was a radio announcer.,8/10/18
11/24/73 19:25,Bothell (Seattle),WA,Unknown,2 minutes,Saw a light moving very low and made a ninety degree turn at full speed.,12/12/14
11/22/73 23:30,Blaine,WA,Disk,20 minutes,Large disc shape with center rectangle colored strip lights tip to tip and a white blinking light in the center. It looked like a jet l,12/4/17
10/15/73 12:40,Spokane,WA,Circle,15 Minutes,We don't have craft that can fly this fast and make right turns at several thousand miles per hour,10/31/08
6/1/73 03:00,Oak Harbor,WA,Unknown,30 seconds,alien in the woods,7/4/12
6/1/73 00:00,Sultan (near),WA,Circle,5 minutes,When I was about 12 years old a couple of men took some of the neighborhood kids camping while they cut some trees that they would come,6/12/07
8/15/72 01:00,Ellensburg (south of)),WA,Circle,2 HRS,Very large UFO sighting south of Ellensburg WA. Multiple following sightings.,2/24/07
7/20/72 09:40,Federal Way,WA,Sphere,5 seconds,"Softball size, silver, and very shiny, almost glass-like.",9/25/14
4/14/72 15:00,Seattle,WA,Disk,4 minutes,"Sighting: Distance was 1500-2000 feet in altitude, and was around 60 degrees off the horizon. Weather conditions were clear with some l",6/15/15
8/15/71 01:00,Port Orchard,WA,Unknown,3-5 minutes,"""Flying Saucer"" nightmare with unexplained noises.",6/25/20
6/30/71 23:30,Seattle,WA,Diamond,30 minutes,"4 ""non-flashing"" red lights in a diamond formation hovering above the Space Needle in Seattle-1971. ((NUFORC Note: Pilot report. PD))",4/13/18
